1626274574.1231236, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6129283905029297,-0.09242516756057739,-1.4751592874526978,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1231236, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6129283905029297,-0.09242516756057739,-1.4754469394683838,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1231236, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09242516756057739,-1.4754469394683838,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1261249, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09242516756057739,-1.4754469394683838,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1261249, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09242516756057739,-1.4754469394683838,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.129121, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09261691570281982,-1.4754469394683838,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1320982, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09261691570281982,-1.4754469394683838,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1331162, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09261691570281982,-1.475351095199585,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1352782, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6132161617279053,-0.09261691570281982,-1.475351095199585,-2.6057376861572266],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.138181, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6132161617279053,-0.09261691570281982,-1.475351095199585,-2.6056418418884277],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1390796, "{"changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6132161617279053,-0.09261691570281982,-1.475351095199585,-2.6056418418884277],"servos.telemetry.velocity":[0,0,0,0,0,0]},"type":"state_change"}"
1626274574.1406715, "{"type":"state_change","changes":{"global.inputs":{"a0":0.018,"a1":0.028,"a0_mode":"voltage","a1_mode":"voltage","ee_a0":0.035,"ee_a1":0.032}}}"
1626274574.143307, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6132161617279053,-0.09280867129564285,-1.475351095199585,-2.6056418418884277],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.143307, "{"type":"state_change","changes":{"servos.telemetry.temperature":[44.619998931884766,37,37,39.119998931884766,42.869998931884766,42.75]}}"
1626274574.146508, "{"changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6132161617279053,-0.09280867129564285,-1.475351095199585,-2.6056418418884277],"servos.telemetry.velocity":[0,0,0,0,0,0]},"type":"state_change"}"
1626274574.146508, "{"changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6132161617279053,-0.09280867129564285,-1.475351095199585,-2.6056418418884277],"servos.telemetry.velocity":[0,0,0,0,0,0]},"type":"state_change"}"
1626274574.146508, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09280867129564285,-1.475351095199585,-2.6056418418884277],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.146508, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301994502544403,0.8853256702423096,-2.6131200790405273,-0.09280867129564285,-1.475351095199585,-2.605545997619629],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1508846, "{"changes":{"servos.telemetry.position":[0.3301035761833191,0.8853256702423096,-2.6131200790405273,-0.09280867129564285,-1.475351095199585,-2.605545997619629],"servos.telemetry.velocity":[0,0,0,0,0,0]},"type":"state_change"}"
1626274574.151697, "{"changes":{"servos.telemetry.position":[0.3301035761833191,0.8853256702423096,-2.6131200790405273,-0.0930963009595871,-1.475351095199585,-2.605545997619629],"servos.telemetry.velocity":[0,0,0,0,0,0]},"type":"state_change"}"
1626274574.15751, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301035761833191,0.8853256702423096,-2.6129283905029297,-0.0930963009595871,-1.475351095199585,-2.605545997619629],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.15751, "{"type":"state_change","changes":{"servos.telemetry.position":[0.3301035761833191,0.8853256702423096,-2.6129283905029297,-0.0930963009595871,-1.475351095199585,-2.605545997619629],"servos.telemetry.velocity":[0,0,0,0,0,0]}}"
1626274574.1610024, "{"changes":{"servos.telemetry.position":[0.3301035761833191,0.8853256702423096,-2.6129283905029297,-0.0930963009595871,-1.475351095199585,-2.605545997619629],"servos.telemetry.velocity":[0,0,0,0,0,0]},"type":"state_change"}"
